Mineral_Name,cations_theoretical,other_theoretical
Utahite,Cu^2+^;Mg;Zn,H_2_O
Coquandite,Sb^3+^,H_2_O
Osakaite,Zn,H_2_O
Wilcoxite,Al;Mg,H_2_O
Stanleyite,V^4+^O,H_2_O
Mcalpineite,Cu^2+^,
Hydrobasaluminite,Al,H_2_O
Volaschioite,Fe^3+^,H_2_O
Zaherite,Al,H_2_O
Lautenthalite,Cu^2+^;Pb^2+^,H_2_O
Camérolaite,Al;Cu^2+^,H_2_O
Alterite,Zn;Fe^3+^,H_2_O
Barrotite,Al;Cu^2+^,H_2_O
Tiberiobardiite,Al;Cu^2+^,H_2_O
Bouškaite,Mo^6+^O_2_,H_2_O
Cossaite,Mg;Al,H_2_O;[box]
Dagenaisite,Zn,
Khangalasite,Fe^3+^,H_2_O
Lapparentite (of Rost),Al,H_2_O
Uklonskovite,Mg;Na,H_2_O
Kainite,K;Mg,H_2_O
Kaliochalcite,Cu^2+^;K,H_2_O
Natrochalcite,Cu^2+^;Na,H_2_O
Metasideronatrite,Fe^3+^;Na,H_2_O
Sideronatrite,Fe^3+^;Na,H_2_O
Despujolsite,Mn^4+^;Ca,H_2_O
Fleischerite,Pb^2+^;Ge,H_2_O
Genplesite,Sn^4+^;Ca,H_2_O
Mallestigite,Pb^2+^;Sb^5+^,H_2_O
Schaurteite,Ca;Ge,H_2_O
Unnamed (Ba-Sb Silicate-Sulphate-Hydroxide-Hydrate),Ba;Sb^5+^,H_2_O
Slavíkite,H_3_O;Mg;Fe^3+^,H_2_O
Metavoltine,Fe^2+^;Fe^3+^;K;Na,H_2_O
Lannonite,Al;Ca;Mg,H_2_O
Vlodavetsite,Al;Ca,H_2_O
Peretaite,Ca;Sb^3+^,H_2_O
Gordaite,Zn;Na,H_2_O
Clairite,NH_4_;Fe^3+^,H_2_O
Arzrunite,Cu^2+^;Pb^2+^,H_2_O
Elyite,Pb^2+^;Cu^2+^,H_2_O
Yecoraite,Bi;Fe^3+^,H_2_O
Riomarinaite,Bi,H_2_O
Dukeite,Bi,H_2_O
Xocolatlite,Ca;Mn^4+^,H_2_O
Calamaite,Na;Ti^4+^,H_2_O
Carlsonite,NH_4_;Fe^3+^,H_2_O
Huizingite-(Al),NH_4_;Al,H_2_O
Scordariite,K;Fe^3+^,H_2_O;[box]
Giacovazzoite,K;Fe^3+^,H_2_O
Alcaparrosaite,Fe^3+^;K;Ti^4+^,H_2_O
Magnanelliite,Fe^3+^;K,H_2_O
Evdokimovite,Tl^1+^;V^4+^O,H_2_O
Bridgesite-(Ce),Ca;Ce^3+^;Cu^2+^,H_2_O
Darapskite,Na,H_2_O
Clinoungemachite,Fe^3+^;K;Na,H_2_O
Humberstonite,Na;Mg;K,H_2_O
Ungemachite,Fe^3+^;K;Na,H_2_O
Bentorite,Al;Ca;Cr^3+^,H_2_O
Birunite,Ca,H_2_O
Buryatite,Si;Fe^3+^;Al;Ca,H_2_O
Carraraite,Ca;Ge,H_2_O
Charlesite,Al;Si;Ca,H_2_O
Chiyokoite,Ca;Si,H_2_O
Ettringite,Ca;Al,H_2_O
Hielscherite,Ca;Si,H_2_O
Imayoshiite,Ca;Al,H_2_O
Jouravskite,Ca;Mn^4+^,H_2_O
Kottenheimite,Ca;Si,H_2_O
Siwaqaite,Ca;Al,H_2_O
Sturmanite,Fe^3+^;Al;Mn^3+^;Ca,H_2_O
Tatarinovite,Ca;Al,H_2_O
Thaumasite,Ca,H_2_O
Rapidcreekite,Ca,H_2_O
Korkinoite,Ca,H_2_O
Tatarskite,Ca;Mg,H_2_O
Nakauriite,Cu^2+^,H_2_O
Chessexite,Mg;Zn;Na;K;Al;Ca,H_2_O
Carlosruizite,K;Mg;Na,H_2_O
Fuenzalidaite,Na;Mg;K,H_2_O
Chelyabinskite,Ca;Mg,H_2_O
Ammoniomathesiusite,NH_4_;UO_2_,H_2_O
Mathesiusite,K;UO_2_,H_2_O
Ramazzoite,Mg;Cu^2+^,H_2_O
Witzkeite,Na;K;Ca,H_2_O
Metauranopilite,UO_2_,H_2_O
Uranopilite,UO_2_,H_2_O
Běhounekite,U^4+^,H_2_O
Jáchymovite,UO_2_,H_2_O
Shumwayite,UO_2_,H_2_O
Johannite,Cu^2+^;UO_2_,H_2_O
Meitnerite,NH_4_;UO_2_,H_2_O
Gilpinite,Cu^2+^;Fe^2+^;UO_2_,H_2_O
Deliensite,UO_2_;Fe^2+^,H_2_O
Rietveldite,UO_2_;Fe^2+^,H_2_O
Svornostite,UO_2_;K;Mg,H_2_O
Leydetite,UO_2_;Fe^2+^,H_2_O
Magnesioleydetite,UO_2_;Mg,H_2_O
Straßmannite,UO_2_;Al,H_2_O
Greenlizardite,NH_4_;Na;UO_2_,H_2_O
Markcooperite,Pb^2+^;UO_2_,
Ammoniozippeite,NH_4_;UO_2_,H_2_O
Cobaltzippeite,Co^2+^;UO_2_,H_2_O
Magnesiozippeite,Mg;UO_2_,H_2_O
Natrozippeite,Na;UO_2_,H_2_O
Nickelzippeite,Ni^2+^;UO_2_,H_2_O
Plavnoite,K;UO_2_;Mn^2+^,H_2_O
Redcanyonite,NH_4_;Mn^2+^;UO_2_,H_2_O
Zinczippeite,Zn;UO_2_,H_2_O
Zippeite,K;UO_2_,H_2_O
Cuprozippeite,Cu^2+^;UO_2_,H_2_O
Rabejacite,UO_2_;Ca,H_2_O
Marécottite,Mg;UO_2_,H_2_O
Sejkoraite-(Y),Y;UO_2_,H_2_O
Pseudojohannite,Cu^2+^;UO_2_,H_2_O
Alwilkinsite-(Y),Y;UO_2_,H_2_O
Belakovskiite,Na;UO_2_,H_2_O
Beshtauite,NH_4_;UO_2_,H_2_O
Bluelizardite,Na;UO_2_,H_2_O
Bobcookite,Na;Al;UO_2_,H_2_O
Fermiite,Na;UO_2_,H_2_O
Meisserite,Na;UO_2_,H_2_O
Oppenheimerite,Na;UO_2_,H_2_O
Feynmanite,Na;UO_2_,H_2_O
Plášilite,Na;UO_2_,H_2_O
Geschieberite,K;UO_2_,H_2_O
Ottohahnite,Na;UO_2_,H_2_O
Péligotite,Na;UO_2_,H_2_O
Klaprothite,Na;UO_2_,H_2_O
Lussierite,Na;UO_2_,H_2_O
Navrotskyite,Na;UO_2_;K,H_2_O
Pseudomeisserite-(NH4),Na;UO_2_;NH_4_,H_2_O
Wetherillite,Na;UO_2_;Mg,H_2_O
Adolfpateraite,UO_2_;K,H_2_O
Seaborgite,Na;UO_2_;Li;K,H_2_O
Tarapacáite,K,
Chromatite,Ca,
Hashemite,Ba,
Crocoite,Pb^2+^,
Georgerobinsonite,Pb^2+^,
Phoenicochroite,Pb^2+^,
Santanaite,Pb^2+^;Pb^4+^,
Wattersite,Hg^1+^;Hg^2+^,
Deanesmithite,Hg^2+^;Hg^1+^,
Edoylerite,Hg^2+^,
Reynoldsite,Pb^2+^;Mn^4+^,
Vauquelinite,Cu^2+^;Pb^2+^,
Fornacite,Pb^2+^;Cu^2+^,
Molybdofornacite,Cu^2+^;Pb^2+^,
Hemihedrite,Zn;Pb^2+^,
Iranite,Cu^2+^;Pb^2+^,
Raygrantite,Zn;Pb^2+^,
Cassedanneite,Pb^2+^,H_2_O
Embreyite,Pb^2+^,H_2_O
Lópezite,K,
Fergusonite-(Ce),Ce^3+^;La;Nd,H_2_O
Fergusonite-(Y),Y,
Powellite,Ca,
Scheelite,Ca,
Stolzite,Pb^2+^,
Suseinargiuite,Na;Bi,
Wulfenite,Pb^2+^,
Fergusonite-(Nd),Nd;Ce^3+^;Ti^4+^,
Calcian Wulfenite,Pb^2+^;Ca,
Chillagite,Pb^2+^,
Cuprian Scheelite,Ca;Cu^2+^,
Molybdenian Stolzite,Pb^2+^,
Molybdoscheelite,Ca,
Risörite,Y;Er;Ti^4+^;Ta,
Tungstenoan Wulfenite,Pb^2+^,
Vanadian Wulfenite,Pb^2+^,
Chromian Wulfenite,Pb^2+^,
Formanite-(Y),Y,
Iwashiroite-(Y),Y,
Paraniite-(Y),Ca;Y,
Takanawaite-(Y),Y,
Lindgrenite,Cu^2+^,
Szenicsite,Cu^2+^,
Huenite,Cu^2+^,
Cuprotungstite,Cu^2+^,
UM1999-38-WO:CrV,,
Rankachite,Ca;Fe^2+^;V^5+^;V^3+^,H_2_O
Ferrimolybdite,Fe^3+^,H_2_O
Anthoinite,Al,
Mpororoite,Al,H_2_O
Obradovicite-KCu,Cu^2+^;K;Fe^3+^,H_2_O
Obradovicite-NaCu,Cu^2+^;Na;Fe^3+^,H_2_O
Obradovicite-NaNa,Na;Fe^3+^,H_2_O
Mendozavilite-KCa,K;Fe^3+^,H_2_O
Mendozavilite-NaCu,Na;Fe^3+^;Cu^2+^,H_2_O
Mendozavilite-NaFe,Na;Fe^3+^,H_2_O
Paramendozavilite,Na;Al;Fe^3+^;Mo^6+^,H_2_O
Tancaite-(Ce),Ce^3+^;Fe^3+^,H_2_O
Hansesmarkite,Ca;Mn^2+^,H_2_O
Melcherite,Ba;Na;Mg,H_2_O
Peterandresenite,Mn^2+^,H_2_O
Ichnusaite,Th^4+^,H_2_O
Markascherite,Cu^2+^,
Nuragheite,Th^4+^,H_2_O
Ophirite,Ca;Mg;Zn;Mn^3+^,H_2_O
Sedovite,U^4+^,
Cousinite,Mg;U^4+^,H_2_O
Moluranite,UO_2_;H;U^4+^,H_2_O
Calcurmolite,Ca;UO_2_;Na,H_2_O
Tengchongite,UO_2_;Ca,H_2_O
Uranotungstite,Fe^2+^;Ba;Pb^2+^;UO_2_,H_2_O
Sidpietersite,Pb^2+^,
Steverustite,Cu^1+^;Pb^2+^,H_2_O
Fassinaite,Cu^1+^;Pb^2+^,H_2_O
Northstarite,Pb^2+^,
Leobenite,,
Alarsite,Al,
Berlinite,Al,
Rodolicoite,Fe^3+^,
Beryllonite,Be;Na,
Hurlbutite,Ca;Be,
Strontiohurlbutite,Sr;Be,
Lithiophosphate,Li,
Nalipoite,Li;Na,
Olympite,Li;Na,
Farringtonite,Mg,
Ferrisicklerite,Fe^3+^;Mn^2+^;Li,
Heterosite,Fe^3+^,
Karenwebberite,Fe^2+^;Na,
Lithiophilite,Li;Mn^2+^,
Natrophilite,Mn^2+^;Na,
Purpurite,Mn^3+^;Fe^3+^,
Sicklerite,Li;Mn^2+^,
Simferite,Mg;Fe^3+^;Mn^3+^;Li,
Triphylite,Fe^2+^;Li,
Chopinite,Mg;Fe^2+^,
Sarcopside,Fe^2+^;Mn^2+^;Mg,
Zavalíaite,Fe^2+^;Mn^2+^;Mg,
Beusite,Mn^2+^,
Beusite-(Ca),Ca;Mn^2+^,
Graftonite,Fe^2+^,
Graftonite-(Ca),Ca;Fe^2+^,
Graftonite-(Mn),Mn^2+^;Fe^2+^,
Xanthiosite,Ni^2+^,
Borisenkoite,Cu^2+^,
Lammerite,Cu^2+^,
Lammerite-β,Cu^2+^,
Mcbirneyite,Cu^2+^,
Pseudolyonsite,Cu^2+^,
Stranskiite,Cu^2+^;Zn,
Lyonsite,Cu^2+^;Fe^3+^,
Michalskiite,Fe^3+^;Cu^2+^;Mg,
Niasite,Ni^2+^,
Grigorievite,Cu^2+^;Fe^3+^;Al,
Howardevansite,Fe^3+^;Cu^2+^;Na,
Koksharovite,Ca;Mg;Fe^3+^,
Ziminaite,Fe^3+^,
Alluaudite,Na;Mn^2+^;Fe^3+^,[box]
Arseniopleite,Na;Ca;Mn^2+^,
Badalovite,Na;Mg;Fe^3+^,
Bradaczekite,Cu^2+^;Na,
Calciojohillerite,Na;Ca;Mg,
Camanchacaite,Na;Ca;Mg,[box]
Canutite,Na;Mn^2+^,[box]
Caryinite,Na;Ca;Mn^2+^,
Erikapohlite,Cu^2+^;Ca;Zn,H_2_O;[box]
Ferroalluaudite,Na;Fe^2+^;Fe^3+^,[box]
Groatite,Na;Ca;Mn^2+^,[box]
Hagendorfite,Na;Mn^2+^;Fe^2+^;Fe^3+^,
Hatertite,Na;Ca;Cu^2+^;Fe^3+^,
Johillerite,Mg;Cu^2+^;Na,
Keyite,Cu^2+^;Cd;Zn,H_2_O;[box]
Khrenovite,Na;Fe^3+^,
Maghagendorfite,Na;Mg;Fe^2+^;Fe^3+^,
Magnesiocanutite,Na;Mn^2+^;Mg,[box]
Magnesiohatertite,Na;Ca;Mg;Fe^3+^,
Nickenichite,Na;Ca;Cu^2+^;Mg,
O'Danielite,Na;Zn,[box]
Paraberzeliite,Na;Ca;Mg,
Varulite,Na;Mn^2+^;Fe^3+^,
Yazganite,Na;Mg;Fe^3+^,H_2_O;[box]
Zincobradaczekite,Na;Cu^2+^;Zn,
Unnamed (Na-Mg Arsenate Hydroxyarsenate),Na;Mg,
Unnamed (Na-Zn-H Arsenate Hydrxyarsenate),Na;Zn,
Hagendorfite-(Na)(Na),Na;Mn^2+^;Fe^2+^,
Ferrohagendorfite,Na;Fe^2+^;Fe^3+^,[box]
Johanngeorgenstadtite,Ni^2+^,
Alluaudite-Ca□,Ca;Mn^2+^;Fe^3+^,[box]
Alluaudite-Na□,Na;Mn^2+^;Fe^3+^,[box]
Ferroalluaudite-NaNa,Na;Fe^2+^;Fe^3+^,
Bobfergusonite,Al;Fe^3+^;Mn^2+^;Na,[box]
Ferrobobfergusonite,Na;Fe^2+^;Fe^3+^;Al,[box]
Ferroqingheiite,Al;Fe^2+^;Mg;Na,
Ferrorosemaryite,Fe^3+^;Fe^2+^;Na;Al,[box]
Ferrowyllieite,Na;Fe^2+^;Al,
Qingheiite,Al;Mg;Mn^2+^;Na,
Rosemaryite,Na;Mn^2+^;Fe^3+^;Al,[box]
Wyllieite,Na;Mn^2+^;Fe^2+^;Al,
Zhanghuifenite,Na;Mn^2+^;Mg;Al,
Manitobaite,Al;Mn^2+^;Na,
Marićite,Fe^2+^;Na,
Berzeliite,Ca;Mg;Na,
Manganberzeliite,Ca;Mn^2+^;Na,
Palenzonaite,Ca;Na;Mn^2+^,
Schäferite,Ca;Mg;Na,
Pyrrhoarsenite,Ca;Mn^2+^;Na,
Silicomanganberzeliite,Ca;Mn^2+^;Na,
Brianite,Ca;Mg;Na,
Czochralskiite,Ca;Mg;Na,
Dyrnaesite-(La),Na;Ce^4+^;La,
Vitusite-(Ce),Ce^3+^;La;Nd;Na,
Bario-olgite,Na;Sr;Ce^3+^;Ba,
Olgite,Na;Sr;REE;Ba,
Ferromerrillite,Fe^2+^;Na;Ca,
Hedegaardite,Ca;Na;Mg,
Matyhite,Ca;Fe^2+^,[box]
Merrillite,Ca;Na;Mg,
Strontiowhitlockite,Mg;Sr,
Tuite,Ca,
Whitlockite,Ca;Mg,
Keplerite,Ca;Mg,[box]
Martinite (of Kloos),Ca;Mg,
Zeugite,Ca;Mg,
Chladniite,Ca;Mg;Fe^2+^;Na,
Fillowite,Mn^2+^;Na;Ca;Mg;Fe^2+^,
Galileiite,Fe^2+^;Na,
Johnsomervilleite,Ca;Mn^2+^;Fe^2+^;Na,
Stornesite-(Y),Ca;Na;Mg;Fe^2+^;Y,[box]
Xenophyllite,Fe^2+^;Na,
Mg-Fillowite,Mn^2+^;Na;Ca;Mg;Fe^2+^,
Harrisonite,Fe^2+^;Mg;Ca,
Kosnarite,K;Zr,
Panethite,Mg;Fe^2+^;Mn^2+^;Na;Ca;K,
Stanfieldite,Ca;Mg,
Ronneburgite,K;Mn^2+^,
Tillmannsite,Ag;Hg^2+^,
Filatovite,Al;Zn;K,
Anatolyite,Na;Ca;Mg;Fe^3+^;Al,
Iwateite,Na;Ba;Mn^2+^,
Ozerovaite,Na;K;Al,
Pansnerite,K;Na;Fe^3+^;Al,
Yurmarinite,Na;Fe^3+^;Mg;Cu^2+^,
Arsenudinaite,Na;Mg,
Udinaite,Na;Mg,
Lasnierite,Ca;Sr;Mg;Fe^2+^;Al,
Pharmazincite,K;Zn,
Zubkovaite,Ca;Cu^2+^,
Wopmayite,Ca;Na;Mn^2+^,[box]
Nahpoite,Na,
Monetite,Ca,
Švenekite,Ca,
Weilite,Ca,
Archerite,K;NH_4_,
Biphosphammite,NH_4_,
Phosphammite,NH_4_,
Buchwaldite,Ca;Na,
Schultenite,Pb^2+^,
Chernovite-(Y),Y,
Dreyerite,Bi,
Pretulite,Sc,
Wakefieldite-(Ce),Ce^3+^,
Wakefieldite-(La),La,
Wakefieldite-(Nd),Nd,
Wakefieldite-(Y),Y,
Xenotime-(Y),Y,
Xenotime-(Yb),Yb,
Chernovite-(Ce),Ce^3+^;Y,
Pucherite,Bi,
Ximengite,Bi,
Cheralite,Ca;Th^4+^,
Gasparite-(Ce),Ce^3+^,
Gasparite-(La),La,
Monazite-(Ce),Ce^3+^,
Monazite-(La),La,
Monazite-(Nd),Nd,
Monazite-(Sm),Sm,
Rooseveltite,Bi,
UM2005-35-VO:CaFePSiTh,Th^4+^;Ca,
Unnamed (Gd-dominant monazite),Gd,
Kularite,Ce^3+^;Nd;La;Eu,
Silicomonazite,Ce^3+^,
Tetrarooseveltite,Bi,
Chursinite,Hg^2+^;Hg^1+^,
Clinobisvanite,Bi,
Gurimite,Ba,
Picaite,Na;Ca,
Joëlbruggerite,Pb^2+^;Zn;Sb^5+^,
Väyrynenite,Be;Mn^2+^,
Bergslagite,Be;Ca,
Herderite,Ca;Be,
Hydroxylherderite,Ca;Be,
Babefphite,Ba;Be,
Axelite,Na;Cu^2+^,
Amblygonite,Al;Li,
Montebrasite,Al;Li,
Tavorite,Fe^3+^;Li,
Hebronite,Al;Li;Na,
Triplite,Mn^2+^,
Zwieselite,Fe^2+^,
Metatriplite,Mn^2+^;Fe^2+^,
Talktriplite,Mn^2+^;Mg,
Arsenowagnerite,Mg,
Hydroxylwagnerite,Mg,
Joosteite,Mn^3+^;Fe^3+^;Mn^2+^,
Sarkinite,Mn^2+^,
Stanĕkite,Mn^2+^;Fe^2+^;Mg;Fe^3+^,
Triploidite,Mn^2+^;Fe^2+^,
Wagnerite,Mg;Fe^2+^,
Wolfeite,Fe^2+^;Mn^2+^,
Magniotriplite,Mg;Fe^2+^;Mn^2+^,
Xanthoarsenite,Mn^2+^,
Holtedahlite,Mg,
Satterlyite,Fe^2+^;Mg;Fe^3+^,
Althausite,Mg,
Adamite,Zn,
Auriacusite,Cu^2+^;Fe^3+^,
Eveite,Mn^2+^,
Libethenite,Cu^2+^,
Olivenite,Cu^2+^,
Zincolibethenite,Cu^2+^;Zn,
Zincolivenite,Cu^2+^;Zn,
Unnamed (Sb-analogue of Auriacusite),Cu^2+^;Fe^3+^,
Alumino Adamite,Zn;Al,
Cobaltoan Adamite,Zn;Co^2+^,
Cobaltoan Olivenite,Cu^2+^;Co^2+^,
Cuprian Adamite,Zn;Cu^2+^,
Manganoan Adamite,Zn;Mn^2+^,
Nickeloan Adamite,Zn;Ni^2+^,
Pseudolibethenite,Cu^2+^,H_2_O
Zincian Libethenite,Cu^2+^;Zn,
Zincian Olivenite,Cu^2+^;Zn,
Paradamite,Zn,
Tarbuttite,Zn,
Barbosalite,Fe^2+^;Fe^3+^,
Hentschelite,Fe^3+^;Cu^2+^,
Lazulite,Mg;Fe^2+^;Al,
Scorzalite,Al;Fe^2+^,
Wilhelmkleinite,Fe^3+^;Zn,
Calcium-lazulite,Mg;Fe^2+^;Ca;Al,
Trolleite,Al,
Namibite,Bi;Cu^2+^,
Phosphoellenbergerite,Mg,
Urusovite,Al;Cu^2+^,
Theoparacelsite,Cu^2+^,
Turanite,Cu^2+^,
Stoiberite,Cu^2+^,
Fingerite,Cu^2+^,
Averievite,Cu^2+^,
Dokuchaevite,Cu^2+^,
Yaroshevskite,Cu^2+^,
Lipscombite,Fe^2+^;Fe^3+^,
Richellite,Ca;Fe^3+^,
Zinclipscombite,Fe^3+^;Zn,
Aleutite,Cu^2+^;K;Pb^2+^;Rb;Cs,
Ericlaxmanite,Cu^2+^,
Kozyrevskite,Cu^2+^,
Popovite,Cu^2+^,
Angelellite,Fe^3+^,
Ferrirockbridgeite,Fe^3+^,H_2_O;[box]
Ferrorockbridgeite,Fe^2+^;Mn^2+^;Fe^3+^,H_2_O
Frondelite,Mn^2+^;Fe^3+^,
Plimerite,Fe^3+^;Zn,
Rockbridgeite,Fe^2+^;Fe^3+^,
Aerugite,Ni^2+^;As^5+^,
Cornwallite,Cu^2+^,
Pseudomalachite,Cu^2+^,
Reichenbachite,Cu^2+^,
Arsenoclasite,Mn^2+^,
Gatehouseite,Mn^2+^,
Parwelite,Mn^2+^,
Reppiaite,Mn^2+^,
Ludjibaite,Cu^2+^,
Cornubite,Cu^2+^,
Augelite,Al,
Grattarolaite,Fe^3+^,
Cornetite,Cu^2+^,
Clinoclase,Cu^2+^,
Arhbarite,Cu^2+^;Mg,
Gilmarite,Cu^2+^,
Allactite,Mn^2+^,
Argandite,Mn^2+^,
Flinkite,Mn^3+^;Mn^2+^,
Raadeite,Mg,
Chlorophoenicite,Mn^2+^;Mg;Zn,
Magnesiochlorophoenicite,Mg;Mn^2+^;Zn,
"Mineral E (of Dunn, et. al., 1982)",,
Gerdtremmelite,Zn;Fe^2+^;Al;Fe^3+^,
Arakiite,Fe^3+^;Al;Mn^2+^;Mg;Zn,
Carlfrancisite,Mn^2+^;Mg;Fe^3+^;Al,
Dixenite,Mn^2+^;Fe^3+^;Cu^1+^,
Hematolite,Mn^2+^;Mg;Al;Fe^3+^,
Kraisslite,Fe^3+^;Al;Mn^2+^;Mg;Zn,
Mcgovernite,Mn^2+^;Zn,
Turtmannite,Mn^2+^;Mg,
Synadelphite,Mn^2+^,H_2_O
Plumbosynadelphite,Mn^2+^;Pb^2+^,H_2_O
Holdenite,Mn^2+^;Mg;Zn,
Kolicite,Mn^2+^;Zn,
Sabelliite,Cu^2+^;Zn,
Jarosewichite,Mn^2+^;Mn^3+^,
Theisite,Cu^2+^;Zn,
Coparsite,Cu^2+^,
Waterhouseite,Mn^2+^,
Vasilseverginite,Cu^2+^,
Arrojadite-(BaFe),Al;Ba;Ca;Fe^2+^;Na,
Arrojadite-(BaNa),Ba;Na;Ca;Fe^2+^;Al,
Arrojadite-(KFe),Al;Ca;Fe^2+^;K;Na,
Arrojadite-(KNa),Al;Ca;Fe^2+^;K;Na,
Arrojadite-(PbFe),Al;Ca;Fe^2+^;Na;Pb^2+^,
Arrojadite-(SrFe),Al;Ca;Fe^2+^;Na;Sr,
Dickinsonite-(KMnNa),Mn^2+^;Na;Ca;Al;K,
Fluorarrojadite-(BaFe),Fe^2+^;Na;Ca;Ba;Al,
Fluorarrojadite-(BaNa),Fe^2+^;Na;Ca;Ba;Al,
Fluorcarmoite-(BaNa),Na;Mg;Ca;Al;Ba,[box]
Unnamed (Ba-dominant member of dickinsonite group),,
Unnamed (Pb-dominant member of dickinsonite group),,
Arrojadite-(KFeNa),Al;Ca;Fe^2+^;K;Na,[box]
Arrojadite-(NaFe),Al;Ca;Fe^2+^;Mn^2+^;Mg;Na,
Dickinsonite-(KNa),K;Na;Ca;Mn^2+^;Fe^2+^;Mg;Al,
Dickinsonite-(KNaNa),K;Na;Ca;Mn^2+^;Fe^2+^;Mg;Al,
Dickinsonite-(NaNa),Na;Ca;Mn^2+^;Fe^2+^;Mg;Al,
Ferri-arrojadite-(BaNa),Ba;Fe^2+^;Na;Ca;Mn^2+^;Mg;Al,
Fluorarrojadite-(KNa),Fe^2+^;Na;Ca;Al;K,
Fluorarrojadite-(NaFe),Na;Fe^2+^;Ca;Al,
Manganoarrojadite-(KNa),K;Na;Mn^2+^;Fe^2+^;Al,
Samuelsonite,Ca;Ba;Al;Fe^2+^;Mn^2+^,
Griphite,Mn^2+^;Na;Li;Fe^2+^;Ca;Al,
Alumoedtollite,K;Na;Cu^2+^;Al,
Edtollite,K;Na;Cu^2+^;Fe^3+^,
Nabiasite,Ba;Mn^2+^,
Starovaite,K;Cu^2+^,
Achyrophanite,K;Na;Fe^3+^;Ti^4+^;Al;Mg,
Cesiodymite,Cs;K;Cu^2+^,
Cryptochalcite,Cs;K;Cu^2+^,
Arsenbrackebuschite,Fe^3+^;Zn;Pb^2+^,H_2_O
Arsentsumebite,Cu^2+^;Pb^2+^,
Bearthite,Al;Ca,
Brackebuschite,Mn^3+^;Pb^2+^,
Bushmakinite,Al;Pb^2+^,
Calderónite,Fe^3+^;Pb^2+^,
Canosioite,Ba;Fe^3+^,
Feinglosite,Zn;Pb^2+^,H_2_O
Ferribushmakinite,Fe^3+^;Pb^2+^,
Gamagarite,Fe^3+^;Ba,
Goedkenite,Sr;Al,
Grandaite,Sr;Al,
Lombardoite,Ba;Mn^3+^,
Tokyoite,Ba;Mn^3+^,
Tsumebite,Cu^2+^;Pb^2+^,
UM1994-19-PO:CuHMoPb,Pb^2+^;Cu^2+^;Ga,
Unnamed (possible ordered As-analogue of Tokyoite),Ba;Mn^3+^,
Mélonjosephite,Ca;Fe^2+^;Fe^3+^,
Tancoite,Al;Li;Na,
Dmisokolovite,K;Cu^2+^;Al,
Shchurovskyite,K;Cu^2+^;Ca,
Wrightite,K;Al,
Polyarsite,Na;Ca;Mg;Cu^2+^,
Crocobelonite,Ca;Fe^3+^,
Thadeuite,Mg;Fe^2+^;Ca,
Arsenatrotitanite,Ti^4+^;Na,
Durangite,Na;Al,
Isokite,Ca;Mg,
Kononovite,Na;Mg,
Lacroixite,Al;Na,
Maxwellite,Fe^3+^;Na,
Panasqueiraite,Ca;Mg,
Tilasite,Ca;Mg,
Drugmanite,Fe^3+^;Al;Pb^2+^,
Bjarebyite,Ba;Sr;Mn^2+^;Fe^2+^;Mg;Al,
Cirrolite,Ca;Al,
Johntomaite,Ba;Fe^2+^;Fe^3+^,
Kulanite,Al;Fe^3+^;Fe^2+^;Mn^2+^;Mg;Ba,
Penikisite,Mg;Fe^2+^;Ca;Al;Ba,
Perloffite,Mn^2+^;Fe^2+^;Ba;Fe^3+^,
Strontioperloffite,Mn^2+^;Sr;Fe^3+^,
Plumboperloffite,Pb^2+^;Mn^2+^;Fe^3+^,
Bertossaite,Ca;Fe^2+^;Mn^2+^;Li;Na;Al,
Natropalermoite,Na;Sr;Al,
Palermoite,Li;Na;Sr;Ca;Al,
Carminite,Fe^3+^;Pb^2+^,
Crimsonite,Fe^3+^;Pb^2+^,
Sewardite,Ca;Fe^3+^,
Adelite,Ca;Mg,
Arsendescloizite,Pb^2+^;Zn,
Austinite,Ca;Zn,
Cobaltaustinite,Co^2+^;Ca,
Conichalcite,Cu^2+^;Ca,
Duftite,Pb^2+^;Cu^2+^,
Gabrielsonite,Pb^2+^;Fe^2+^,
Gottlobite,Mg;Ca,
Hermannroseite,Cu^2+^;Ca,
Nickelaustinite,Ca;Ni^2+^,
Tangeite,Ca;Cu^2+^,
Duftite-α,Pb^2+^;Cu^2+^,
Calcio-duftite,Pb^2+^;Ca;Cu^2+^,
Cobaltoan Austinite,Ca;Zn;Co^2+^,
Cuprian Austinite,Ca;Zn;Cu^2+^,
Cuprian Cobaltaustinite,Co^2+^;Cu^2+^;Ca,
Duftite-β,Pb^2+^;Ca;Cu^2+^,
Vanadian Adelite,Ca;Mg,
Čechite,Fe^2+^;Pb^2+^,
Descloizite,Zn;Pb^2+^,
Khorixasite,Bi,[box]
Mottramite,Cu^2+^;Pb^2+^,
Pyrobelonite,Mn^2+^;Pb^2+^,
Cuprian Descloizite,Zn;Pb^2+^;Cu^2+^,
Dechenite,Zn;Pb^2+^,
Duhamelite,Cu^2+^;Pb^2+^;Bi;Ca,
Bayldonite,Cu^2+^;Pb^2+^,
Vésigniéite,Ba;Cu^2+^,
Paganoite,Bi;Ni^2+^,
Jagowerite,Al;Ba,
Attakolite,Ca;Sr;Al;Mn^2+^,
Leningradite,Cu^2+^;Pb^2+^,
Katiarsite,K;Ti^4+^,
Yurgensonite,K;Ti^4+^;Sn^4+^,
Melanarsite,K;Cu^2+^;Fe^3+^,
Evseevite,Na;Mg,
